"PC1" "PC2" "PC3" "PC4" "pop" "ecotype" "sex" "size" "genotype"
"121" -0.00467877007586213 -0.000842875893318091 0.00399204640337663 0.00581568394216961 "RUP" "fall_run" "F" 1.00007530698605 "fall_run"
"122" 0.00130697044089383 0.0115117242736983 0.00290626168580686 -0.00501026429292403 "RUP" "fall_run" "F" 1.00011898385711 "fall_run"
"123" -0.000271673648654948 0.0109188800521026 -0.0069655105914863 0.0041680561564401 "RUP" "fall_run" "F" 1.0001672491667 "fall_run"
"124" 0.00645650723693755 0.00405384610746159 0.00524787157811475 -8.35971882765014e-05 "RUP" "fall_run" "F" 1.00011701352719 "fall_run"
"125" 0.0075057509247607 -0.00590979915190626 -0.00287409517440647 -0.00114300729687846 "RUP" "fall_run" "M" 1.00014757865629 "fall_run"
"126" 0.00773032607021 0.00982514346339132 0.008250894633027 -0.00745058435900183 "RUP" "fall_run" "F" 1.00020589527596 "fall_run"
"127" 0.0132914507203068 -0.0072744698688308 -0.00765577411355796 -0.00140092554066423 "RUP" "fall_run" "F" 1.0002601625421 "fall_run"
"128" 0.00236698945130934 -0.0103961899953622 0.00041915503885389 0.000619088184661114 "RUP" "fall_run" "M" 1.00016448242594 "fall_run"
"129" 0.00174784233603207 0.0120688827188938 0.0052717789241936 0.00939993059898927 "NOT" "fall_run" "F" 1.00020615843181 "fall_run"
"130" 0.000424986576131651 0.00104842163194061 0.00955292996124276 -0.00642538221634786 "NOT" "fall_run" "F" 1.00013402996228 "fall_run"
"131" 0.0134699658711616 -0.00476196530358017 -0.00758719596631277 -0.0068376445445831 "NOT" "fall_run" "M" 1.00031885786302 "fall_run"
"132" -0.00821214966051549 0.00576335082010928 -0.00555343239099274 0.0122641685768045 "NOT" "fall_run" "F" 1.00020507246219 "fall_run"
"133" -0.0134886940530711 0.00322609077919641 -0.0111323904881108 -0.00201909275736891 "NOT" "summer_run" "F" 1.00020637952903 "summer_run"
"134" -0.00695734494922022 -0.000116094604000511 -0.0153717383582519 0.0017821223323215 "NOT" "fall_run" "F" 1.00017811711231 "fall_run"
"135" 0.00293732902331211 -0.0100994715512952 -0.00197399169495956 0.000430205855443295 "NOT" "summer_run" "M" 1.00014029972158 "summer_run"
"136" -0.00933485761657109 0.00704571513622741 -0.00321888652034399 0.00206155494852679 "NOT" "fall_run" "F" 1.00014439944574 "fall_run"
"137" 0.000833589324413345 0.00129523008965881 -0.00577485591604012 0.00587871167558382 "NOT" "fall_run" "M" 1.0000959562853 "fall_run"
"138" -0.0101934177635704 0.0132270498956865 0.00554913352415759 -0.00419807327358011 "NOT" "fall_run" "F" 1.0002172333313 "fall_run"
"139" 0.00381647264937215 0.00396154465231658 -0.00211559841965189 -0.00127768630211369 "NOT" "fall_run" "M" 1.0000819330683 "fall_run"
"140" -0.00418938520278613 -0.00346785880072347 -0.00893579169466986 4.08630247033422e-05 "NOT" "fall_run" "M" 1.00010749525811 "fall_run"
"141" -0.0195732681169111 -0.00166158101912985 -0.00331086651628103 -0.0038679506909465 "NOT" "summer_run" "M" 1.00027869750097 "summer_run"
"142" -0.0130484887497468 -0.0066803107250273 -0.00651119521467392 0.00312371754710753 "NOT" "fall_run" "M" 1.00022798677329 "fall_run"
"143" 0.0115549006173149 -0.00598111635034895 -0.00850829456438085 0.00741532667590624 "NOT" "fall_run" "M" 1.00024000533259 "fall_run"
"144" 0.0145328083829231 0.00281153019741809 0.0100223882465923 0.00967848201753938 "NOT" "fall_run" "M" 1.0003590242177 "fall_run"
"145" 0.000840372978705479 -0.00152799636061599 -0.00449372971200348 -0.000392741003008203 "NOT" "fall_run" "F" 1.00013005085168 "fall_run"
"146" 0.0107996198025022 0.00279970479471783 -0.000869761854572977 0.00625945272864399 "NOT" "fall_run" "F" 1.00011406343952 "fall_run"
"147" 0.00532879162788679 -0.00666175717798408 -0.00303131186381272 -0.000144760152585565 "NOT" "summer_run" "M" 1.00010611129436 "summer_run"
"148" 0.00890884838075223 -0.00637561861752482 -0.00718635976125612 0.00102593864124836 "NOT" "fall_run" "F" 1.00021905947911 "fall_run"
