"sample_id" "FISHES_id" "long_tot" "long_fourche" "mass" "sex" "egg_dvpment" "pop" "ecotype" "true_eco" "genotype" "STL" "MXL" "MDL" "POL" "OOL" "PSL" "TTL" "DOL" "LUL" "ANL" "CPL" "CPD" "PCL" "PVL" "BDD" "HDD" "AMO" "HEA" "lower_gill_raker" "upper_gill_raker" "middle_gill_raker_length" "data.sample_id" "pc1_geomorph" "true_age" "confiance" "X1_um" "X2_um" "X3_um" "X4_um" "X5_um" "X6_um" "X7_um" "X8_um" "X9_um" "infered_age" "MXL_res" "MDL_res" "POL_res" "OOL_res" "PSL_res" "TTL_res" "DOL_res" "LUL_res" "ANL_res" "CPL_res" "CPD_res" "PCL_res" "PVL_res" "BDD_res" "HDD_res" "AMO_res" "HEA_res" "gill_raker_count"
"69" "RUP_2" "coarRUPs_7602-21" 359 330 446 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 29 1.79 2.75 1.21 1.23 3.47 9.3 3.49 7.23 3.11 2.34 4.03 3.9 3.63 7.51 2.78 80.07 4.26 29 17 49 "RUP_2" -0.00211615 NA NA NA NA NA NA NA NA NA NA NA 6 -0.996003588795088 -0.987415481889185 -1.4203775482514 -0.234115944426968 -0.727220015220387 -0.195015645284516 -0.279005263804538 -1.14348153992166 0.0529222421129273 -0.0143283570192613 -0.26565400171589 -1.2774770151474 -0.441567694880932 1.17836839994946 -0.856066564962331 2.76576060286111 -0.770641181679085 46
"70" "RUP_3" "coarRUPs_7603-21" 345 314 373 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 27.91 1.88 2.86 1.24 1.21 3.41 8.5 3.21 7.03 2.78 2.23 4.23 3.97 3.14 6.44 2.91 68.5 4.01 28 16 60 "RUP_3" 0.009548487 NA NA NA NA NA NA NA NA NA NA NA 5 -0.116480467085146 -0.0662419125312395 -0.922912257156142 -0.217542120298377 -0.130731302489565 -0.797717992824542 -0.655699877781106 -0.656541749096819 -0.524708487947985 0.0960197495930618 1.16808256286501 -0.464907502786146 -1.53824451058754 -0.684129204965817 0.585811299926948 1.15536417764385 -1.10285207686942 44
"71" "RUP_4" "coarRUPs_7604-21" 334 305 370 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 27.09 1.8 2.67 1.23 1.17 3.14 8.99 3.18 6.93 2.83 1.91 3.5 3.66 3.12 6.66 2.62 57.98 3.78 29 17 57 "RUP_4" -0.004567603 NA NA NA NA NA NA NA NA NA NA NA 5 -0.435274867472663 -0.705201281154086 -0.835750000463647 -0.52316673965291 -0.890452884652695 0.981641529787387 -0.396318414293856 -0.343154362096687 0.0630936373793232 -1.83703300788963 -1.12055375837918 -1.18956026712078 -1.39556327590898 0.259653393878474 -0.866844685523379 -0.329321838722256 -1.67502078097128 46
"72" "RUP_5" "coarRUPs_7605-21" 366 330 364 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 28.81 1.98 2.83 1.43 1.29 3.34 8.62 3.62 7.58 2.98 2.37 4.12 4.39 3.58 7.31 2.66 64.4 4.27 26 15 60 "RUP_5" 0.013815503 NA NA NA NA NA NA NA NA NA NA NA 5 0.186541947734843 -0.620194441613757 0.152917470534387 0.421971002811896 -1.32925735985733 -1.72600926681464 0.201562810490658 -0.0385442100904376 -0.450374065309841 0.217239571520891 0.0647153489166754 0.378037341735976 -0.590291107286296 0.693978145058307 -1.60358849358097 0.510183263605877 -0.727700595330947 41
"73" "RUP_6" "coarRUPs_7606-21" 327 365 462 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 28.72 1.95 2.79 1.16 1.32 3.15 9.55 2.94 7.16 2.64 2.3 4.2 4.45 3.81 7.15 2.88 57.9 4.09 NA NA NA "RUP_6" 0.000525 NA NA NA NA NA NA NA NA NA NA NA 6 -0.701743059694548 -1.72132767353349 -2.40751463458939 0.236075607063597 -4.13857258089196 -2.26375447600885 -3.76822271231699 -3.82690748219252 -3.31174013561897 -2.43150515119284 -1.17541824217885 -0.682639927296683 -0.699917597640984 -1.29414006341872 -1.62164974100319 -0.54673869547478 -3.1360262893504 NA
"74" "RUP_7" "coarRUPs_7607-21" 318 350 419 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 27.83 1.79 2.65 1.19 1.16 3.32 8.59 3.24 7.2 2.66 2.22 3.95 3.91 3.6 6.74 2.78 49.08 4.13 27 16 52 "RUP_7" 0.006348065 NA NA NA NA NA NA NA NA NA NA NA 6 -1.39729539426367 -1.96961804058606 -1.92039012884075 -1.29563334029447 -2.51851748694099 -3.2968658096318 -2.02946439840115 -2.64030508573567 -2.56823065798901 -2.1429072834431 -1.43513314052449 -1.96688837464098 -0.984182498208695 -1.60049414117338 -1.64815008930248 -1.76560764585615 -2.2594262529226 43
"75" "RUP_8" "coarRUPs_7608-21" 307 335 385 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 27.25 1.71 2.59 1.19 1.1 3.53 8.41 3.31 6.97 2.62 2.14 4.26 3.94 4.28 6.94 2.63 68.62 4.14 29 17 NA "RUP_8" 0.004516779 NA NA NA NA NA NA NA NA NA NA NA 5 -1.59396969583882 -1.85221276373543 -1.65220062949884 -1.72944371570642 -0.722716636736022 -2.57383337367906 -1.15041755834957 -2.31420802427912 -2.06323777033559 -1.85819111804711 0.360236495636793 -1.3226176702994 1.37904485772293 -0.430121388495914 -1.9881861584351 1.10076550323563 -1.51797618036047 46
"76" "RUP_9" "coarRUPs_7609-21" 297 330 345 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 26.37 1.87 2.57 1.25 1.18 3.14 7.7 3.06 7.01 2.95 2.16 3.83 3.74 3.4 6.11 2.62 59.33 4.4 29 17 54 "RUP_9" 0.022142686 5 1 746.0572 1193.173 1394.7947 1533.7262 1659.953 1726.4551 NA NA NA 5 -0.498089678677221 -1.8136628225089 -1.13432390847216 -0.780855067126023 -2.25546865929877 -3.79735357829656 -1.86857658647327 -1.83801357581558 -0.566519367022787 -1.40373592826016 -0.999808114232703 -1.81805313168074 -1.12569539194561 -2.21236338428863 -1.85276246978719 -0.219604682151881 -0.169472972805141 46
"77" "RUP_10" "coarRUPs_7610-21" 332 304 305 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 27.78 1.79 2.68 1.28 1.23 3.29 7.99 3.12 6.86 2.73 2.01 4.14 3.44 3.38 5.87 2.74 48.61 4.05 25 15 52 "RUP_10" 0.013457838 NA NA NA NA NA NA NA NA NA NA NA 4 -0.477672439255833 -0.633262400717843 -0.459999961386091 0.148601613876786 -0.14009958816293 -1.19813317999564 -0.577282088436356 -0.494504729059406 -0.280816742761185 -1.00413098558483 1.2759865434411 -1.89808527413073 -0.598553398041 -1.61096384341625 -0.0787317076310657 -1.6767861090491 -0.467611519432968 40
"78" "RUP_11" "coarRUPs_7611-21" 357 327 409 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 29.16 1.71 2.51 1.29 1.25 3.22 8.98 3.42 7.22 2.89 2.14 4.21 3.95 3.48 7.03 2.49 46.23 4.09 28 16 46 "RUP_11" 0.002678521 NA NA NA NA NA NA NA NA NA NA NA 5 -1.43399827153238 -2.01098935045076 -0.795121498093041 0.0287123757003824 -1.72099912652109 -0.690683964613945 -0.414258874426775 -0.965285057242568 -0.667505021524413 -1.37820471099354 0.526138329665599 -1.00047268433218 -0.819927713204851 0.15257808767633 -2.54407340701005 -2.09500272275445 -1.36150919520648 44
"79" "RUP_12" "coarRUPs_7612-21" 321 293 325 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 26.19 1.7 2.74 1.15 1.15 3.14 8.57 2.88 6.6 1.97 1.8 3.8 3.61 3.16 6.45 2.63 64.31 3.99 27 16 57 "RUP_12" 0.001988202 5 2 734.3242 1003.0413 1266.8738 1594.6236 1731.5981 1788.9433 NA NA NA 5 -0.820241004019577 -0.0709152805493752 -1.19817060971037 -0.566495614443634 -0.234167986333542 0.936937546237498 -1.01414928474325 -0.54731572361856 -2.75058120840528 -1.97061005233575 0.508227504369188 -0.927705667937566 -1.00681749961539 0.298677806364015 -0.330607358291616 0.625238142916428 -0.215234907642989 43
"80" "RUP_13" "coarRUPs_7613-21" 326 295 321 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 26.5 1.87 2.74 1.29 1.25 3.27 7.93 3.59 6.4 2.97 2.13 3.5 4.13 3.79 6.33 2.75 64.53 4.13 29 17 47 "RUP_13" 8.38e-05 4 1 750.3779 1042.7552 1264.1347 1444.9497 1536.9914 NA NA NA NA 4 0.201258541958687 -0.123078437418096 -0.229056344641919 0.500961469187405 0.26013135624016 -0.658974358255912 1.53614991749127 -1.32063817054641 1.04577731708525 0.464732814913879 -0.684130519732402 0.762526443643986 0.827758564681826 -0.0843793562777465 0.340070115512295 0.649934290693231 0.294805949744612 46
"81" "RUP_14" "coarRUPs_7614-21" 346 315 400 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 26.44 1.93 2.93 1.42 1.25 3.27 9.04 3.1 7.45 2.7 2.16 4.07 3.76 3.49 6.83 2.96 61.44 4.23 29 16 46 "RUP_14" 0.001809761 5 1 812.1769 1168.3781 1390.3996 1594.6239 1748.9518 1827.6801 NA NA NA 5 0.174882732577789 0.229188398073134 0.34722044911749 0.205332148003625 -0.834016652955509 0.343681492512478 -1.10364332453325 0.600044299972597 -0.878303640664456 -0.50452672049452 0.536719604815522 -1.210711897268 -0.519236630917351 0.215277773608188 0.857864302251873 0.135213425087299 -0.204065124491863 45
"82" "RUP_15" "coarRUPs_7615-21" 302 275 272 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 24.85 1.61 2.39 1.21 1.14 2.88 7.54 2.63 6.49 2.1 1.98 4.09 2.75 3.08 5.48 2.42 66.37 3.93 26 16 50 "RUP_15" 0.016373446 NA NA NA NA NA NA NA NA NA NA NA 4 -1.02633332545971 -1.21852085824701 -0.44978374797516 -0.412374411607739 -0.457325290605033 -0.0367907249624795 -1.20331353615662 0.368643270462963 -1.46174549848342 0.508728669759997 2.37607072413038 -3.2070176019806 -0.841219043922102 -1.24086505749367 -0.934246788312662 0.988666618908904 0.365293636958725 42
"83" "RUP_16" "coarRUPs_7616-21" 327 294 309 "F" 3 "RUP" "fall_run" "fall_run" "RUP" 26.62 1.92 2.68 1.42 1.21 3.14 7.94 3.18 6.41 2.77 2.11 3.88 3.72 3.33 5.8 2.63 59.44 4.19 28 16 59 "RUP_16" 0.011135474 NA NA NA NA NA NA NA NA NA NA NA 4 0.533510585179938 -0.373293603859405 0.721300176418799 0.0770311381833253 -0.288947304711604 -0.561345426772822 0.0572800877595987 -1.21907912933869 0.313112898595583 0.370103063494098 0.758897680392667 -0.59082970500186 -0.522023300310855 -1.32638532022829 -0.370154390669119 -0.0815270055982837 0.599837968612558 44
"84" "RUP_17" "coarRUPs_7617-21" 336 305 394 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 27.48 1.85 2.72 1.32 1.15 3.34 9.06 3.01 7.32 2.36 2.02 4.02 3.66 3.28 6.94 2.86 58.86 4.36 28 15 49 "RUP_17" 0.005594763 NA NA NA NA NA NA NA NA NA NA NA 5 -0.123637554070706 -0.475362796848603 -0.191216980755931 -0.742172389093753 0.0370713162506761 1.1394672150752 -1.02564439315861 0.889806764166658 -1.7590953802428 -0.986747031734451 0.790952652850186 -1.18956026712078 -0.918973748382911 0.938761020950114 0.63031839145026 -0.202472977256362 0.819063579312485 43
"85" "RUP_18" "coarRUPs_7618-21" 321 293 333 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 26.67 1.86 2.82 1.31 1.17 3.35 8.56 2.85 6.78 2.59 2.11 3.96 4.04 3.52 6.42 2.77 68.18 4.21 28 17 51 "RUP_18" 0.00170001 4 1 787.3837 1160.7124 1348.3673 1495.7325 1625.3963 NA NA NA NA 4 0.178949650687168 0.297545837124599 -0.0500921254414757 -0.347061446864689 0.741638010118674 0.914346904031216 -1.12542411150516 0.0228567088971487 -0.342139220915121 0.430339077016981 1.09753414026347 0.529998634160477 0.0676071084356178 0.225773905797596 0.544446603615693 1.18417635311016 0.732648147766822 45
"86" "RUP_19" "coarRUPs_7619-21" 315 284 315 "F" 3 "RUP" "fall_run" "fall_run" "RUP" 25.38 1.69 2.37 1.27 1.12 2.97 7.74 3.16 6.61 2.33 1.72 3.27 3.65 2.85 6.2 2.46 58.12 3.84 29 16 51 "RUP_19" 0.004164227 5 2 717.9008 1004.5171 1170.2477 1393.5631 1532.3078 1597.1357 NA NA NA 5 -0.703822928344437 -1.54320873851575 -0.177528806487617 -0.764339302875318 -0.53165636490694 -0.26197660599093 0.396984813802242 0.115963687659999 -0.958854004492371 -2.05286837228792 -1.05145013841662 -0.46778525364676 -1.73143112387858 0.10298543178991 -1.0386923056854 -0.238525391546594 -0.443712928170908 45
"87" "RUP_20" "coarRUPs_7620-21" 345 310 409 "F" 3 "RUP" "fall_run" "fall_run" "RUP" 27.91 1.86 2.85 1.31 1.23 3.3 8.76 3.02 7.21 2.87 2.15 4.19 3.73 3.02 6.69 2.76 71.83 4.27 28 16 58 "RUP_20" 0.007245408 NA NA NA NA NA NA NA NA NA NA NA 6 -0.16118090338189 -0.00804923969704146 -0.351313931524456 0.0601563422319473 -0.421835831708094 0.0878461992435002 -1.19408044268782 0.191863276547595 -0.000957059684494907 -0.281935187347661 1.19643814671024 -1.13242619110004 -1.80555520662277 0.104117344625604 -0.191099523808537 1.64912858392313 0.199780177799625 44
"88" "RUP_21" "coarRUPs_7621-21" 370 332 475 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 30.37 2.01 2.94 1.49 1.32 3.53 9.37 3.19 7.96 2.87 2.27 4.52 4.05 3.4 7.46 2.81 65.15 4.46 28 16 59 "RUP_21" 0.009437265 NA NA NA NA NA NA NA NA NA NA NA 5 0.333344838942783 -0.167307024747367 0.546597571574085 0.720621792875963 -0.55868155469926 -0.187278666385223 -1.47040603585153 1.02131161048252 -0.963807954362187 -0.674603971318523 1.44570707761622 -0.842758527891511 -1.17093993845116 0.9661442390259 -0.748188244596602 0.611359348042321 -0.00456080279500982 44
"89" "RUP_22" "coarRUPs_7622-21" 340 306 372 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 27.6 1.57 2.5 1.32 1.04 3.25 8.42 3.36 6.58 2.75 2.09 4.21 3.93 3.35 6.51 2.64 62.68 4.07 28 15 NA "RUP_22" 0.010920563 NA NA NA NA NA NA NA NA NA NA NA 5 -1.88856223863073 -1.51251670085565 -0.208927239509186 -1.96118948113558 -0.434988549630412 -0.378498058847246 0.228770984920133 -1.51948260703967 -0.290855958652941 -0.505638990891093 1.4454567333543 -0.312075515050405 -0.733004301962595 -0.149783138607566 -0.781524868390294 0.344715504393487 -0.474350429119495 43
"90" "RUP_23" "coarRUPs_7623-21" 330 304 337 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 26.69 1.77 2.69 1.31 1.22 3.2 8.06 3.44 6.37 2.99 1.96 3.42 3.91 3.19 5.89 2.61 64.27 3.69 27 17 55 "RUP_23" -0.003179761 NA NA NA NA NA NA NA NA NA NA NA 5 -0.602343711594833 -0.587288675752065 -0.245127447259883 0.0390844291919652 -0.557540213655435 -1.04028679778765 0.607486866513475 -2.04381288014303 0.727334903294471 -1.39067529505087 -1.37106172402641 -0.30768349426697 -1.16457767944968 -1.56244979457468 -0.889801388975287 0.580843061113228 -2.01586688923826 44
"91" "RUP_24" "coarRUPs_7624-21" 370 335 481 "F" 5 "RUP" "fall_run" "fall_run" "RUP" 29.83 1.93 2.94 1.41 1.18 3.63 9.49 3.54 7.65 2.66 2.27 3.83 4.18 3.25 7.01 3.05 51.2 4.57 29 16 45 "RUP_24" -0.007411836 5 1 773.6851 1145.0445 1438.4044 1581.3781 1691.9766 1747.3894 NA NA NA 5 -0.224507914579023 -0.245387773973136 -0.0786774998671236 -0.854534285325875 -0.259543841680027 -0.141902716239353 -0.300058459552319 -0.167161387079533 -1.90835491495994 -0.854584603323934 -1.21842370183187 -0.51163592892055 -1.6851016416889 -0.260560218303126 0.628519930952041 -1.40707458545394 0.328736747293949 45
"92" "RUP_25" "coarRUPs_7625-21" 344 310 345 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 27.74 1.68 2.67 1.29 1.15 3.17 8.15 3.39 7.22 2.77 2.17 3.9 4.27 3.44 6.46 2.62 65.13 3.98 28 17 51 "RUP_25" 0.011500165 NA NA NA NA NA NA NA NA NA NA NA 5 -1.28243658210114 -0.83499676694436 -0.494461956605003 -0.815367570936702 -1.02438336073814 -1.28670899047829 0.174849319948945 0.223459667595128 -0.388436148697869 -0.127425743276968 0.131012574643806 0.69356429076718 -0.555219868130414 -0.453403508252638 -1.06394749162465 0.683897260099716 -1.04655211115247 45
"93" "RUP_26" "coarRUPs_7626-21" 322 292 311 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 26.22 1.85 2.73 1.38 1.16 3.45 7.9 3.25 6.99 2.69 2.18 3.29 3.86 3.12 6.08 2.55 64.52 4.06 26 16 55 "RUP_26" -0.004166104 4 1 840.2115 1212.7087 1422.1472 1597.5819 1645.1325 NA NA NA NA 4 0.136559265934615 -0.090885952442898 0.470057647714395 -0.44210645633506 1.26139612558381 -0.501554221434365 0.399628134944092 0.758362164876643 0.0902492495314929 1.03285996036089 -1.32661815038811 -0.0440717846320179 -1.10374472684711 -0.554844611379114 -0.791177744537869 0.659114659471358 0.132913058021493 42
"94" "RUP_27" "coarRUPs_7627-21" 351 321 450 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 28.87 2.02 3.11 1.52 1.3 3.51 9.21 3.6 7.04 2.95 2.34 3.67 3.92 3.41 7.18 2.98 52.39 4.25 28 16 51 "RUP_27" -0.00920059 NA NA NA NA NA NA NA NA NA NA NA 7 0.61523751063878 0.899323805070136 0.956034450431461 0.663783804647267 -0.0501232587181056 0.276739531564236 0.49819675153349 -1.1141696469448 -0.172658605339555 0.525376327566451 -1.19405887577989 -0.885824932018559 -0.892653510122483 0.789449598517387 0.745248833811536 -1.18805626432917 -0.396330570905329 44
"95" "RUP_28" "coarRUPs_7628-21" 345 311 393 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 28.29 2.02 3.07 1.57 1.39 3.42 8.9 3.19 7.34 2.51 2.3 3.74 3.62 3.04 6.8 3.1 58.13 4.42 26 16 55 "RUP_28" -0.007023383 NA NA NA NA NA NA NA NA NA NA NA 5 0.815430839291267 0.976530616131079 1.49173982744669 1.7963069823802 0.0796568258291628 0.328293822671067 -0.606257707860382 0.532589542893964 -1.43954390020219 0.816794430761335 -0.500484861235082 -1.54028742558808 -1.76846196418952 0.325104654067555 1.88897224897911 -0.327927408287271 0.797952798162895 42
"96" "RUP_29" "coarRUPs_7629-21" 320 280 319 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 26.37 1.58 2.44 1.23 1.12 3.03 8.4 3.34 6.82 2.43 2.09 3.55 4.14 3.46 5.99 2.37 62.2 3.82 29 17 47 "RUP_29" -0.005736225 NA NA NA NA NA NA NA NA NA NA NA 4 -1.31324084246213 -1.11669372659677 -0.394312803063842 -0.705917104142391 -0.0325412223706074 1.53495733249507 1.23283749811386 1.06479809644543 -0.394022450900148 1.06081597631785 0.157777824163157 1.34293155295278 0.183869491875249 -0.225290699647559 -1.44508044452596 0.366000349618372 -0.3439544116225 46
"97" "RUP_30" "coarRUPs_7630-21" 361 325 439 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 29.1 2.21 3.1 1.47 1.3 3.53 8.96 3.44 7.72 2.83 2.19 4.19 4.57 3.33 6.86 3.02 56.97 4.17 27 15 56 "RUP_30" 0.000949 5 1 786.2369 1097.6068 1373.7983 1514.3959 1645.6594 1759.2337 NA NA NA 5 1.71786154280755 0.749261505921356 0.527526621076065 0.604872750294275 -0.176100973040903 -0.585866956449064 -0.257994963484646 0.753009370237683 -0.812277693195431 -0.872358766958874 0.54010697974156 1.16627569139199 -1.22091358695777 -0.167984327416944 0.836404294615622 -0.54229322137172 -0.925276390166881 42
"98" "RUP_31" "coarRUPs_7631-21" 345 312 405 "F" 5 "RUP" "fall_run" "fall_run" "RUP" 27.77 1.67 2.61 1.33 1.17 3.24 8.62 3.14 7.06 3.19 2.27 3.95 4.19 3.73 7.12 2.68 68.91 4.24 27 16 55 "RUP_31" 0.006891713 NA NA NA NA NA NA NA NA NA NA NA 4 -1.38443110167691 -1.16250660385683 -0.243572923283123 -0.625816244915268 -0.809177594814867 -0.377539294946696 -0.832354259295405 -0.421954083738314 1.15115747779846 0.524998473436534 0.227214382046283 0.350883124251574 0.262822610688774 1.05499765965776 -0.768764061516446 1.22141997462444 -0.0219563740044088 43
"99" "RUP_32" "coarRUPs_7632-21" 361 329 500 "F" 5 "RUP" "fall_run" "fall_run" "RUP" 31.63 2.06 3.24 1.58 1.43 3.68 10.33 3.68 8.32 2.79 2.46 4.14 4.32 3.9 8.32 3.11 67.69 4.61 28 15 52 "RUP_32" -0.008117449 NA NA NA NA NA NA NA NA NA NA NA 5 0.704411715770148 1.28781543194649 1.24331520148888 1.96752824511038 0.299949334699029 2.19889210811128 0.464526657170698 2.36749696415919 -1.14218321404336 0.971893252137223 0.181816391665556 0.177551771276251 0.384132514936537 3.18569413656948 1.23908981353089 0.987144869774827 0.778635673290777 43
"100" "RUP_33" "coarRUPs_7633-21" 395 358 502 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 32.47 2.12 3.32 1.56 1.34 4.16 10.06 3.82 8.23 3.37 2.47 4.44 4.29 4.33 8.04 3.24 62.74 5.1 29 18 61 "RUP_33" -0.00314961 NA NA NA NA NA NA NA NA NA NA NA 5 0.500219693103583 0.902943762924628 0.588234147290019 0.558280909398849 0.940473952371814 -0.583459705561745 -0.212388990579323 0.0559804359979834 -0.166323759099729 -0.691621933053185 0.0161466057147864 -0.970918308427631 1.01048642957745 1.18883043356275 0.906235514999697 0.176427030859778 1.54222209895117 47
"101" "RUP_34" "coarRUPs_7634-21" 369 334 476 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 30.76 1.86 2.86 1.43 1.32 3.55 9.41 3.74 8.02 2.76 2.27 4.31 4.25 3.79 7.66 2.84 47.87 4.42 27 15 50 "RUP_34" 0.005057639 NA NA NA NA NA NA NA NA NA NA NA 5 -0.640252761234647 -0.586617240922886 0.0820806572451861 0.691242483928347 -0.575399852817735 -0.247096052579267 0.480539498858294 1.07096751647901 -1.47731753383338 -0.794582360541855 0.587472019242007 -0.239066114905278 -0.0560520171781121 1.35947107388841 -0.640315720560905 -1.8829928223675 -0.269082259290743 42
"102" "RUP_35" "coarRUPs_7635-21" 327 295 329 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 26.67 1.84 2.89 1.36 1.22 3.36 8 3.36 6.46 2.8 2.03 3.69 3.96 3.67 5.85 2.89 72.25 4.14 27 16 50 "RUP_35" -0.006172297 6 2 687.6598 1132.7019 1422.7753 1556.443 1715.425 1809.2482 1911.9414 NA NA 6 0.0139821685535103 0.567521114666911 0.273035295673532 0.171936493529043 0.678173486756808 -0.500900529589329 0.683370198609398 -1.13065360676343 0.385651410596839 -0.309469774868182 0.0154026382310872 0.186445835416108 0.4697544262186 -1.25039426326246 1.21478837138805 1.7644943871599 0.337875013799038 43
"103" "RUP_36" "coarRUPs_7636-21" 336 307 387 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 27.79 1.86 2.86 1.37 1.22 3.58 8.76 3.02 6.87 3.09 2.26 3.94 4.18 3.94 7 2.77 55.94 4.28 29 17 48 "RUP_36" -0.00158393 5 2 803.786 1208.3258 1517.4863 1642.2021 1739.5153 1809.1854 NA NA NA 5 -0.101270324224874 0.116048089085595 0.131351824303756 -0.00511520359977542 1.04038839807249 0.312924670267081 -1.07081697588497 -0.672706230698089 0.983219710881926 0.748146184417259 0.409275021679381 0.497541268056186 1.00145190888465 0.992745519299826 -0.0101987889084562 -0.630041528527477 0.382095710200195 46
"104" "RUP_37" "coarRUPs_7637-21" 337 304 370 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 27.56 1.87 2.91 1.21 1.23 3.2 8.36 3.14 7.6 2.84 2.23 3.66 4.3 2.8 7.02 2.73 58.03 3.9 25 15 57 "RUP_37" 0.012279887 4 1 725.5227 1158.6125 1376.9266 1518.4867 1682.4612 NA NA NA NA 4 0.0210126501001644 0.42413327349507 -0.961369161013909 0.148601613876786 -0.557540213655435 -0.363802302610557 -0.503234028751991 1.84526676441382 0.145708953646976 0.696663976065751 -0.488712301537236 1.01201159966253 -2.32641699392014 1.17859396497423 -0.141121683119084 -0.318748638874825 -1.11271792351851 40
"105" "RUP_38" "coarRUPs_7638-21" 362 325 434 "F" 4 "RUP" "fall_run" "fall_run" "RUP" 29.27 2.02 3.14 1.5 1.24 3.45 9.08 3.53 7.39 3.1 2.16 3.92 4.35 3.52 6.92 2.9 58.01 4.41 30 17 65 "RUP_38" 0.001089933 NA NA NA NA NA NA NA NA NA NA NA 6 0.535318772531276 0.932871596550643 0.742066349050158 -0.0512126622020675 -0.546584626166575 -0.315692243477186 0.0747052327611552 -0.288786246591174 0.233027576999146 -1.10392615380688 -0.450998753720026 0.422985269894776 -0.655765941834463 -0.0226675908806046 0.0888841146275445 -0.392593480118147 0.105295271431979 47
"106" "RUP_39" "coarRUPs_7639-21" 320 291 326 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 25.74 1.8 2.76 1.39 1.12 3.05 8.08 3.27 6.4 2.73 1.97 3.37 3.87 3.8 6.05 2.7 59.17 3.98 28 17 50 "RUP_39" -0.002508222 NA NA NA NA NA NA NA NA NA NA NA 5 -0.155746936851291 0.073440275842266 0.559717193001878 -0.866477959296803 -0.542920278949531 -0.0196482075801586 0.515248602594184 -1.04095986681715 0.289644348434965 -0.533849915362359 -0.988265579419037 0.0259879510318809 0.949006175891276 -0.582137138780328 0.186233668940447 -0.110340453222996 -0.165343474475633 45
"107" "RUP_40" "coarRUPs_7640-21" 366 331 459 "M" 4 "RUP" "fall_run" "fall_run" "RUP" 29.89 2.07 3 1.32 1.32 3.65 9.28 3.56 7.55 3.2 2.27 3.82 4.28 3.9 6.75 2.86 57.33 4.23 30 17 56 "RUP_40" 0.000146 5 1 745.5525 1054.4526 1234.337 1467.0403 1640.4731 1696.8752 NA NA NA 5 0.726743649988287 0.134135289505732 -0.65145284180033 0.735316337347315 0.0517200155487244 -0.314979233304376 -0.0614076331737676 -0.203172778277704 0.357600238544638 -0.614625768518696 -1.08022260354645 -0.029627848655441 0.338946346268482 -0.707910056881706 -0.397211388186252 -0.510901305331055 -0.945845151620584 47
"108" "RUP_41" "coarRUPs_7641-21" 372 336 451 "M" 5 "RUP" "fall_run" "fall_run" "RUP" 30.11 2.03 3.04 1.51 1.29 3.35 9.74 3.46 7.51 2.33 2.29 3.68 4.81 4.07 6.66 3 58.49 4.45 28 16 57 "RUP_41" -0.007262696 NA NA NA NA NA NA NA NA NA NA NA 5 0.378025028860203 0.187692626568828 0.61887491204919 0.333768374385302 -1.61116094678438 0.346120468651091 -0.637039601111584 -0.679157942568426 -3.23005798415534 -0.760188793296109 -1.81289685594185 1.58124025764467 0.73174808636168 -1.15400894304683 0.277528584141404 -0.361002370468744 -0.233008049684792 44
