sample	GenotypeRate	Heterozygosity	conScore
282	coarCHIm.M54.23	0.828092243186583	0.00628930817610063	0
283	coarCHIm.M55.23	0.825995807127883	0.00838574423480084	0
284	coarCHIm.M56.23	0.825995807127883	0.00209643605870021	0
285	coarCHIm.M57.23	0.828092243186583	0.010482180293501	0
286	coarCHIm.M58.23	0.758909853249476	0.00419287211740042	0
287	coarCHIm.M59.23	0.836477987421384	0.00628930817610063	0
288	coarCHIm.M6.23	0.857442348008386	0.00838574423480084	0
289	coarCHIm.M60.23	0.828092243186583	0.00419287211740042	0
290	coarCHIm.M61.23	0.884696016771488	0.00628930817610063	0
291	coarCHIm.M62.23	0.872117400419287	0.0125786163522013	0
292	coarCHIm.M63.23	0.834381551362683	0.00419287211740042	0
293	coarCHIm.M64.23	0.851153039832285	0.00628930817610063	0
294	coarCHIm.M65.23	0.859538784067086	0.00628930817610063	0
295	coarCHIm.M66.23	0.859538784067086	0.00628930817610063	0
296	coarCHIm.M67.23	0.840670859538784	0.00628930817610063	0
297	coarCHIm.M68.23	0.809224318658281	0.0125786163522013	0.166666666666667
298	coarCHIm.M69.23	0.809224318658281	0.00838574423480084	0
299	coarCHIm.M7.23	0.842767295597484	0.00628930817610063	0
300	coarCHIm.M70.23	0.150943396226415	0.00209643605870021	0
301	coarCHIm.M71.23	0.834381551362683	0.010482180293501	0
302	coarCHIm.M72.23	0.851153039832285	0.00838574423480084	0
303	coarCHIm.M8.23	0.857442348008386	0.00628930817610063	0
304	coarCHIm.M9.23	0.874213836477987	0.00209643605870021	0
305	coarEASm.188.21	0.987421383647799	0.360587002096436	0.0813953488372093
306	coarEASm.190.21	0.989517819706499	0.314465408805031	0.08
307	coarEASm.191.21	0.983228511530398	0.358490566037736	0.0409356725146199
308	coarEASm.192.21	0.987421383647799	0.408805031446541	0.0564102564102564
309	coarEASm.193.21	0.987421383647799	0.392033542976939	0.0481283422459893
310	coarEASm.194.21	0.987421383647799	0.364779874213836	0.0747126436781609
311	coarEASm.195.21	0.981132075471698	0.348008385744235	0.0602409638554217
312	coarEASm.196.21	0.989517819706499	0.364779874213836	0.0632183908045977
313	coarEASm.197.21	0.989517819706499	0.381551362683438	0.0879120879120879
314	coarEASm.198.21	0.9979035639413	0.379454926624738	0.0662983425414365
315	coarEASm.199.21	0.989517819706499	0.348008385744235	0.0662650602409639
316	coarEASm.200.21	0.989517819706499	0.341719077568134	0.0736196319018405
317	coarEASm.201.21	0.981132075471698	0.358490566037736	0.0701754385964912
318	coarEASm.202.21	0.958071278825996	0.371069182389937	0.0451977401129944
319	coarEASm.203.21	0.964360587002096	0.339622641509434	0.037037037037037
320	coarEASm.204.21	0.972746331236897	0.366876310272537	0.0457142857142857
321	coarEASm.205.21	0.972746331236897	0.352201257861635	0.0297619047619048
322	coarEASm.206.21	0.960167714884696	0.362683438155136	0.0751445086705202
323	coarEASm.207.21	0.966457023060797	0.375262054507338	0.0726256983240224
324	coarEASm.208.21	0.970649895178197	0.362683438155136	0.046242774566474
325	coarEASm.209.21	0.974842767295597	0.39832285115304	0.0315789473684211
326	coarEASm.210.21	0.972746331236897	0.387840670859539	0.0432432432432432
327	coarEASm.211.21	0.970649895178197	0.306079664570231	0.0273972602739726
328	coarEASm.212.21	0.993710691823899	0.375262054507338	0.0502793296089385
329	coarEASm.213.21	0.979035639412998	0.360587002096436	0.0697674418604651
330	coarEASm.214.21	0.962264150943396	0.356394129979036	0.0588235294117647
331	coarEASm.215.21	0.960167714884696	0.314465408805031	0.0266666666666667
332	coarEASm.216.21	0.972746331236897	0.314465408805031	0.0866666666666667
333	coarEASm.217.21	0.968553459119497	0.322851153039832	0.025974025974026
334	coarEASm.218.21	0.972746331236897	0.381551362683438	0.0549450549450549
335	coarEASm.219.21	0.966457023060797	0.339622641509434	0.0493827160493827
336	coarEASm.220.21	0.939203354297694	0.343815513626834	0.0548780487804878
337	coarEASm.221.21	0.976939203354298	0.320754716981132	0.0522875816993464
338	coarEASm.222.21	0.979035639412998	0.324947589098532	0.032258064516129
339	coarEASm.223.21	0.966457023060797	0.30188679245283	0.0555555555555556
340	coarEASm.224.21	0.989517819706499	0.329140461215933	0.0509554140127389
341	coarEASm.225.21	0.983228511530398	0.366876310272537	0.0342857142857143
342	coarEASm.226.21	0.953878406708595	0.339622641509434	0.037037037037037
343	coarEASm.227.21	0.979035639412998	0.40461215932914	0.0310880829015544
344	coarEASm.228.21	0.976939203354298	0.352201257861635	0.0654761904761905
345	coarEASm.229.21	0.949685534591195	0.352201257861635	0.0416666666666667
346	coarEASm.230.21	0.947589098532495	0.348008385744235	0.036144578313253
347	coarEASm.231.21	0.964360587002096	0.337526205450734	0.062111801242236
348	coarEASm.232.21	0.966457023060797	0.339622641509434	0.0308641975308642
