Sample	Total Reads	Off-target Reads	Primer Only Reads	Primer Probe Reads	Off-target Proportion	Primer Only Proportion	Primer Probe Proportion
coarNOTs-7727-21	9731	1705	2857	5169	0.18	0.29	0.53
coarNOTs-7728-21	10730	2079	3553	5098	0.19	0.33	0.48
coarNOTs-7729-21	17713	2355	4307	11051	0.13	0.24	0.62
coarNOTs-7730-21	51000	4173	9125	37702	0.08	0.18	0.74
coarNOTs-7731-21	15877	1989	3561	10327	0.13	0.22	0.65
coarNOTs-7732-21	18025	2336	4386	11303	0.13	0.24	0.63
coarNOTs-7733-21	20353	2488	4778	13087	0.12	0.23	0.64
coarNOTs-7734-21	31587	2826	5392	23369	0.09	0.17	0.74
coarNOTs-7735-21	28507	2567	4611	21329	0.09	0.16	0.75
coarNOTs-7736-21	8436	1352	2260	4824	0.16	0.27	0.57
coarNOTs-7737-21	7349	1204	2002	4143	0.16	0.27	0.56
coarNOTs-7738-21	22183	2571	4790	14822	0.12	0.22	0.67
coarNOTs-7739-21	14986	1767	3162	10057	0.12	0.21	0.67
coarNOTs-7740-21	17112	2158	4046	10908	0.13	0.24	0.64
coarNOTs-7741-21	7732	1521	2663	3548	0.20	0.34	0.46
coarNOTs-7742-21	22634	3148	6813	12673	0.14	0.30	0.56
coarNOTs-7743-21	21197	2345	4396	14456	0.11	0.21	0.68
coarNOTs-7744-21	21237	2729	5260	13248	0.13	0.25	0.62
coarNOTs-7745-21	13014	1629	2966	8419	0.13	0.23	0.65
coarNOTs-7746-21	17768	2076	3987	11705	0.12	0.22	0.66
coarNOTs-7747-21	17652	1855	3083	12714	0.11	0.17	0.72
coarNOTs-7748-21	13779	1770	3089	8920	0.13	0.22	0.65
coarNOTs-7749-21	17150	2382	4331	10437	0.14	0.25	0.61
coarNOTs-7750-21	18224	2421	4318	11485	0.13	0.24	0.63
coarNOTs-7751-21	14707	2280	4306	8121	0.16	0.29	0.55
coarNOTs-7752-21	9653	1229	1811	6613	0.13	0.19	0.69
coarNOTs-7753-21	19454	2405	4620	12429	0.12	0.24	0.64
coarNOTs-7754-21	71948	6640	17351	47957	0.09	0.24	0.67
coarNOTs-7755-21	22884	2868	5551	14465	0.13	0.24	0.63
coarNOTs-7756-21	40441	4040	8619	27782	0.10	0.21	0.69
coarNOTs-7757-21	20131	2573	5113	12445	0.13	0.25	0.62
coarNOTs-7758-21	20184	2502	4743	12939	0.12	0.23	0.64
coarNOTs-7759-21	26463	2974	5599	17890	0.11	0.21	0.68
coarNOTs-7760-21	15954	1958	3469	10527	0.12	0.22	0.66
coarNOTs-7761-21	17907	1815	3098	12994	0.10	0.17	0.73
coarNOTs-7762-21	20420	2459	4318	13643	0.12	0.21	0.67
coarNOTs-8-20	4595	386	828	3381	0.08	0.18	0.74
coarNOTs-9-20	5052	508	1204	3340	0.10	0.24	0.66
coarROGs-2751-21	9892	839	2408	6645	0.08	0.24	0.67
coarROGs-2752-21	166	88	62	16	0.53	0.37	0.10
coarROGs-2753-21	188	92	86	10	0.49	0.46	0.05
coarROGs-2754-21	151	79	63	9	0.52	0.42	0.06
coarROGs-2755-21	143	66	70	7	0.46	0.49	0.05
coarROGs-2756-21	34280	2697	6551	25032	0.08	0.19	0.73
coarRUPs-041-20	13523	1377	3621	8525	0.10	0.27	0.63
coarRUPs-042-20	21302	2677	7153	11472	0.13	0.34	0.54
coarRUPs-043-20	25023	2558	8039	14426	0.10	0.32	0.58
coarRUPs-044-20	12733	1328	3445	7960	0.10	0.27	0.63
coarRUPs-045-20	8298	852	2193	5253	0.10	0.26	0.63
coarRUPs-046-20	12414	1271	3232	7911	0.10	0.26	0.64
coarRUPs-047-20	14279	1348	3370	9561	0.09	0.24	0.67
coarRUPs-048-20	15402	1405	3859	10138	0.09	0.25	0.66
coarRUPs-049-20	10472	1121	2600	6751	0.11	0.25	0.64
coarRUPs-050-20	11033	1196	2885	6952	0.11	0.26	0.63
coarRUPs-051-20	22801	1807	5051	15943	0.08	0.22	0.70
coarRUPs-052-20	11394	1161	2860	7373	0.10	0.25	0.65
coarRUPs-053-20	12210	1300	3398	7512	0.11	0.28	0.62
coarRUPs-054-20	23463	2881	8493	12089	0.12	0.36	0.52
coarRUPs-055-20	25701	2717	8590	14394	0.11	0.33	0.56
coarRUPs-056-20	11817	1311	3329	7177	0.11	0.28	0.61
coarRUPs-057-20	14523	1360	3756	9407	0.09	0.26	0.65
coarRUPs-058-20	13154	1227	3014	8913	0.09	0.23	0.68
coarRUPs-059-20	11351	1272	3231	6848	0.11	0.28	0.60
coarRUPs-060-20	11547	1206	3222	7119	0.10	0.28	0.62
coarRUPs-061-20	11937	1206	3538	7193	0.10	0.30	0.60
coarRUPs-062-20	13958	1296	3496	9166	0.09	0.25	0.66
coarRUPs-063-20	13708	1252	3004	9452	0.09	0.22	0.69
coarRUPs-064-20	11723	1230	3015	7478	0.10	0.26	0.64
coarRUPs-065-20	10238	1245	3445	5548	0.12	0.34	0.54
coarRUPs-066-20	21598	2151	6294	13153	0.10	0.29	0.61
coarRUPs-067-20	31889	3461	12023	16405	0.11	0.38	0.51
coarRUPs-068-20	12252	1237	3149	7866	0.10	0.26	0.64
coarRUPs-069-20	13417	1339	3699	8379	0.10	0.28	0.62
coarRUPs-070-20	13018	1336	3409	8273	0.10	0.26	0.64
coarRUPs-071-20	13743	1306	3643	8794	0.10	0.27	0.64
coarRUPs-072-20	19949	1528	3855	14566	0.08	0.19	0.73
coarRUPs-073-20	18235	1485	3802	12948	0.08	0.21	0.71
coarRUPs-074-20	15182	1401	3848	9933	0.09	0.25	0.65
coarRUPs-075-20	12165	1329	3236	7600	0.11	0.27	0.62
coarRUPs-076-20	10568	1268	3127	6173	0.12	0.30	0.58
coarRUPs-077-20	13207	1457	3804	7946	0.11	0.29	0.60
coarRUPs-078-20	22073	2339	6999	12735	0.11	0.32	0.58
coarRUPs-079-20	36387	4008	14152	18227	0.11	0.39	0.50
coarRUPs-080-20	13539	1584	4073	7882	0.12	0.30	0.58
coarRUPs-10-20	4939	430	908	3601	0.09	0.18	0.73
coarRUPs-11-20	6397	429	748	5220	0.07	0.12	0.82
coarRUPs-1-20	6435	469	1005	4961	0.07	0.16	0.77
coarRUPs-12-20	3980	402	863	2715	0.10	0.22	0.68
coarRUPs-13-20	9511	611	1471	7429	0.06	0.15	0.78
coarRUPs-14-20	6952	500	946	5506	0.07	0.14	0.79
coarRUPs-15-20	6897	535	1178	5184	0.08	0.17	0.75
coarRUPs-16-20	3521	294	661	2566	0.08	0.19	0.73
coarRUPs-17-20	7354	677	1789	4888	0.09	0.24	0.66
coarRUPs-18-20	5738	572	1317	3849	0.10	0.23	0.67
coarRUPs-19-20	4542	469	981	3092	0.10	0.22	0.68
coarRUPs-20-20	6240	451	803	4986	0.07	0.13	0.80
coarRUPs-21-20	5919	544	1279	4096	0.09	0.22	0.69
coarRUPs-2-20	5812	439	781	4592	0.08	0.13	0.79
coarRUPs-22-20	18959	1016	2641	15302	0.05	0.14	0.81
coarRUPs-23-20	5472	501	1112	3859	0.09	0.20	0.71
coarRUPs-24-20	6464	515	998	4951	0.08	0.15	0.77
coarRUPs-25-20	5900	467	1075	4358	0.08	0.18	0.74
coarRUPs-26-20	5241	575	1217	3449	0.11	0.23	0.66
coarRUPs-27-20	5643	495	1108	4040	0.09	0.20	0.72
coarRUPs-28-20	8163	700	1735	5728	0.09	0.21	0.70
coarRUPs-29-20	11233	779	2233	8221	0.07	0.20	0.73
coarRUPs-30-20	4388	371	648	3369	0.08	0.15	0.77
coarRUPs-31-20	5160	507	1224	3429	0.10	0.24	0.66
coarRUPs-3-20	8136	523	1082	6531	0.06	0.13	0.80
coarRUPs-32-20	4815	472	1105	3238	0.10	0.23	0.67
coarRUPs-33-20	4496	445	1011	3040	0.10	0.22	0.68
coarRUPs-34-20	5935	565	1299	4071	0.10	0.22	0.69
coarRUPs-35-20	4995	531	1237	3227	0.11	0.25	0.65
coarRUPs-36-20	4636	456	1133	3047	0.10	0.24	0.66
coarRUPs-37-20	4618	493	1160	2965	0.11	0.25	0.64
coarRUPs-38-20	89	25	64	0	0.28	0.72	0.00
coarRUPs-39-20	6094	433	692	4969	0.07	0.11	0.82
coarRUPs-40-20	6399	489	1117	4793	0.08	0.17	0.75
coarRUPs-4-20	7132	599	1372	5161	0.08	0.19	0.72
coarRUPs-5-20	9027	771	2025	6231	0.09	0.22	0.69
coarRUPs-6-20	5255	492	1148	3615	0.09	0.22	0.69
coarRUPs-7-20	4663	445	890	3328	0.10	0.19	0.71
coarRUPs-7601-21	22296	2279	4108	15909	0.10	0.18	0.71
coarRUPs-7602-21	22462	2501	4441	15520	0.11	0.20	0.69
coarRUPs-7603-21	25086	3131	6243	15712	0.12	0.25	0.63
coarRUPs-7604-21	216126	23670	92721	99735	0.11	0.43	0.46
coarRUPs-7605-21	58388	7302	17435	33651	0.13	0.30	0.58
coarRUPs-7606-21	97664	10107	24955	62602	0.10	0.26	0.64
coarRUPs-7607-21	58244	7300	16730	34214	0.13	0.29	0.59
coarRUPs-7608-21	56622	6866	16153	33603	0.12	0.29	0.59
coarRUPs-7609-21	96549	8490	20861	67198	0.09	0.22	0.70
coarRUPs-7610-21	104111	8134	18823	77154	0.08	0.18	0.74
coarRUPs-7611-21	71250	8298	19336	43616	0.12	0.27	0.61
coarRUPs-7612-21	55915	6173	13777	35965	0.11	0.25	0.64
coarRUPs-7613-21	13032	2287	4109	6636	0.18	0.32	0.51
coarRUPs-7614-21	31940	3206	5997	22737	0.10	0.19	0.71
coarRUPs-7615-21	54832	4535	10095	40202	0.08	0.18	0.73
coarRUPs-7616-21	50130	6346	21885	21899	0.13	0.44	0.44
coarRUPs-7617-21	56664	6269	21809	28586	0.11	0.38	0.50
coarRUPs-7618-21	28072	3532	10961	13579	0.13	0.39	0.48
coarRUPs-7619-21	34769	4219	12874	17676	0.12	0.37	0.51
coarRUPs-7620-21	46972	4881	12872	29219	0.10	0.27	0.62
coarRUPs-7621-21	34152	3503	7921	22728	0.10	0.23	0.67
coarRUPs-7622-21	26451	2793	6108	17550	0.11	0.23	0.66
coarRUPs-7623-21	33765	3568	8150	22047	0.11	0.24	0.65
coarRUPs-7624-21	29286	3275	7475	18536	0.11	0.26	0.63
coarRUPs-7625-21	49779	4580	11467	33732	0.09	0.23	0.68
coarRUPs-7626-21	42981	4290	11554	27137	0.10	0.27	0.63
coarRUPs-7627-21	119488	14914	49527	55047	0.12	0.41	0.46
coarRUPs-7628-21	46864	5358	19031	22475	0.11	0.41	0.48
coarRUPs-7629-21	41175	5660	17417	18098	0.14	0.42	0.44
coarRUPs-7630-21	23299	2774	7763	12762	0.12	0.33	0.55
coarRUPs-7631-21	29838	4265	12950	12623	0.14	0.43	0.42
coarRUPs-7632-21	23069	2836	6575	13658	0.12	0.29	0.59
coarRUPs-7633-21	16994	2196	4605	10193	0.13	0.27	0.60
coarRUPs-7634-21	16099	2184	4341	9574	0.14	0.27	0.59
coarRUPs-7635-21	21003	2463	5193	13347	0.12	0.25	0.64
coarRUPs-7636-21	24336	2876	5417	16043	0.12	0.22	0.66
coarRUPs-7637-21	23609	2790	5712	15107	0.12	0.24	0.64
coarRUPs-7638-21	19390	2659	5231	11500	0.14	0.27	0.59
coarRUPs-7639-21	37123	3843	8236	25044	0.10	0.22	0.67
coarRUPs-7640-21	32437	4812	14677	12948	0.15	0.45	0.40
coarRUPs-7641-21	44204	6521	20634	17049	0.15	0.47	0.39
coarRUPs-7642-21	22288	2785	8639	10864	0.12	0.39	0.49
coarRUPs-7643-21	28384	3468	10972	13944	0.12	0.39	0.49
coarRUPs-7644-21	19824	2444	5277	12103	0.12	0.27	0.61
coarRUPs-7645-21	25662	2456	5091	18115	0.10	0.20	0.71
coarRUPs-7646-21	9354	1291	2485	5578	0.14	0.27	0.60
coarRUPs-7647-21	16510	2260	4216	10034	0.14	0.26	0.61
coarRUPs-7648-21	13165	1693	3188	8284	0.13	0.24	0.63
coarRUPs-7649-21	14470	2013	3940	8517	0.14	0.27	0.59
coarRUPs-7650-21	21287	2657	5156	13474	0.12	0.24	0.63
coarRUPs-7651-21	27808	3230	6917	17661	0.12	0.25	0.64
coarRUPs-7652-21	39976	5690	17622	16664	0.14	0.44	0.42
coarRUPs-7653-21	47730	7043	22790	17897	0.15	0.48	0.37
coarRUPs-7654-21	35503	4837	15475	15191	0.14	0.44	0.43
coarRUPs-7655-21	38186	4459	15457	18270	0.12	0.40	0.48
coarRUPs-7656-21	22353	2889	6319	13145	0.13	0.28	0.59
coarRUPs-7657-21	14091	1688	3368	9035	0.12	0.24	0.64
coarRUPs-7658-21	15510	1960	3861	9689	0.13	0.25	0.62
coarRUPs-7659-21	18462	2274	4205	11983	0.12	0.23	0.65
coarRUPs-7660-21	18393	2324	4434	11635	0.13	0.24	0.63
coarRUPs-8-20	5513	504	1220	3789	0.09	0.22	0.69
coarRUPs-9-20	5824	527	1178	4119	0.09	0.20	0.71
coarSABs-001-20	55868	5290	11395	39183	0.09	0.20	0.70
coarSABs-002-20	53472	5332	11717	36423	0.10	0.22	0.68
coarSABs-003-20	33870	3281	5794	24795	0.10	0.17	0.73
coarSABs-004-20	62043	5055	9975	47013	0.08	0.16	0.76
coarSABs-005-20	66937	5196	10237	51504	0.08	0.15	0.77
coarSABs-006-20	109789	9693	25883	74213	0.09	0.24	0.68
coarSABs-007-20	63732	5195	12175	46362	0.08	0.19	0.73
coarSABs-008-20	54535	5103	11166	38266	0.09	0.20	0.70
coarSABs-009-20	50598	4285	9479	36834	0.08	0.19	0.73
coarSABs-010-20	54877	4623	9468	40786	0.08	0.17	0.74
coarSABs-011-20	33076	3385	6591	23100	0.10	0.20	0.70
coarSABs-012-20	109855	6907	15849	87099	0.06	0.14	0.79
coarSABs-013-20	46323	4798	10353	31172	0.10	0.22	0.67
coarSABs-014-20	51879	3745	6878	41256	0.07	0.13	0.80
coarSABs-015-20	48561	4716	10168	33677	0.10	0.21	0.69
coarSABs-016-20	59329	4164	7317	47848	0.07	0.12	0.81
coarSABs-017-20	51767	5334	11158	35275	0.10	0.22	0.68
coarSABs-018-20	69184	5658	12816	50710	0.08	0.19	0.73
coarSABs-019-20	74855	7027	18041	49787	0.09	0.24	0.67
coarSABs-020-20	66324	5290	11644	49390	0.08	0.18	0.74
coarSABs-021-20	51505	4616	10334	36555	0.09	0.20	0.71
coarSABs-022-20	51217	4746	10129	36342	0.09	0.20	0.71
coarSABs-023-21	163236	26320	87076	49840	0.16	0.53	0.31
coarSABs-024-21	1830	390	1056	384	0.21	0.58	0.21
coarSABs-025-21	88001	5432	10621	71948	0.06	0.12	0.82
coarSABs-026-21	8442	1537	5977	928	0.18	0.71	0.11
coarSABs-027-21	253	145	97	11	0.57	0.38	0.04
coarSABs-028-21	60288	3859	6638	49791	0.06	0.11	0.83
coarSABs-029-21	136777	12301	41136	83340	0.09	0.30	0.61
coarSABs-030-21	4557	667	1548	2342	0.15	0.34	0.51
coarSABs-031-21	51227	3906	8116	39205	0.08	0.16	0.77
coarSABs-032-21	110246	8441	26449	75356	0.08	0.24	0.68
coarSABs-033-21	77398	8200	20988	48210	0.11	0.27	0.62
coarSABs-034-21	42888	7966	30484	4438	0.19	0.71	0.10
coarSABs-035-21	227	106	108	13	0.47	0.48	0.06
coarSABs-036-21	526	117	265	144	0.22	0.50	0.27
coarSABs-037-21	43152	3238	5958	33956	0.08	0.14	0.79
coarSABs-038-21	29811	2188	4547	23076	0.07	0.15	0.77
coarSABs-039-21	16595	968	1647	13980	0.06	0.10	0.84
coarSABs-040-21	273	99	154	20	0.36	0.56	0.07
coarWASm-001-20	82750	7541	20709	54500	0.09	0.25	0.66
coarWASm-002-20	87948	9947	34171	43830	0.11	0.39	0.50
coarWASm-003-20	61	30	11	20	0.49	0.18	0.33
coarWASm-004-20	13666	2131	4361	7174	0.16	0.32	0.52
coarWASm-005-20	22545	2982	6394	13169	0.13	0.28	0.58
coarWASm-006-20	13219	1760	3523	7936	0.13	0.27	0.60
coarWASm-007-20	15903	3342	6629	5932	0.21	0.42	0.37
coarWASm-008-20	15073	3149	5734	6190	0.21	0.38	0.41
coarWASm-009-20	20545	3233	6083	11229	0.16	0.30	0.55
coarWASm-010-20	19944	2626	5518	11800	0.13	0.28	0.59
coarWASm-011-20	14660	2188	4715	7757	0.15	0.32	0.53
coarWASm-012-20	14425	1507	3206	9712	0.10	0.22	0.67
coarWASm-013-20	13894	1386	2371	10137	0.10	0.17	0.73
coarWASm-014-20	30487	3065	8113	19309	0.10	0.27	0.63
coarWASm-015-20	9940	925	1256	7759	0.09	0.13	0.78
coarWASm-016-20	9620	1651	3505	4464	0.17	0.36	0.46
coarWASm-017-20	17908	2418	5346	10144	0.14	0.30	0.57
coarWASm-018-20	26606	3791	8135	14680	0.14	0.31	0.55
coarWASm-019-20	13628	2702	4957	5969	0.20	0.36	0.44
coarWASm-020-20	25447	4359	8506	12582	0.17	0.33	0.49
coarWASm-021-20	17479	2445	5456	9578	0.14	0.31	0.55
coarWASm-022-20	12543	2252	4305	5986	0.18	0.34	0.48
coarWASm-023-20	18613	2268	4890	11455	0.12	0.26	0.62
coarWASm-2951-21	10353	1486	2822	6045	0.14	0.27	0.58
coarWASm-2952-21	17517	2103	4120	11294	0.12	0.24	0.64
coarWASm-2953-21	15618	2118	4665	8835	0.14	0.30	0.57
coarWASm-2954-21	36543	4126	9969	22448	0.11	0.27	0.61
coarWASm-2955-21	20326	2899	6141	11286	0.14	0.30	0.56
coarWASm-2956-21	19162	2616	5475	11071	0.14	0.29	0.58
coarWASm-2957-21	24955	3420	7467	14068	0.14	0.30	0.56
coarWASm-2958-21	30800	4845	11604	14351	0.16	0.38	0.47
coarWASm-2959-21	17632	2691	5436	9505	0.15	0.31	0.54
coarWASm-2960-21	19022	2382	4703	11937	0.13	0.25	0.63
coarWASm-2961-21	10725	1555	3017	6153	0.14	0.28	0.57
coarWASm-2962-21	22841	3275	6885	12681	0.14	0.30	0.56
coarWASm-2963-21	10961	1146	2038	7777	0.10	0.19	0.71
coarWASm-2964-21	15215	1646	2881	10688	0.11	0.19	0.70
coarWASm-2965-21	28687	3193	7188	18306	0.11	0.25	0.64
coarWASm-2966-21	16860	3208	6952	6700	0.19	0.41	0.40
coarWASm-2967-21	18502	2320	4933	11249	0.13	0.27	0.61
coarWASm-2968-21	20256	3057	6378	10821	0.15	0.31	0.53
coarWASm-2969-21	24259	3164	6780	14315	0.13	0.28	0.59
coarWASm-2970-21	23495	2981	6546	13968	0.13	0.28	0.59
coarWASm-2971-21	19271	3587	6918	8766	0.19	0.36	0.45
coarWASm-2972-21	15134	1809	3345	9980	0.12	0.22	0.66
coarWASm-2973-21	12130	1604	3137	7389	0.13	0.26	0.61
coarWASm-2974-21	16637	3539	6700	6398	0.21	0.40	0.38
coarWASm-2975-21	21805	1978	3478	16349	0.09	0.16	0.75
coarWASm-2976-21	7236	1142	2236	3858	0.16	0.31	0.53
coarWASm-2977-21	23184	2603	5614	14967	0.11	0.24	0.65
coarWASm-2978-21	37734	4457	11044	22233	0.12	0.29	0.59
coarWASm-2979-21	11734	2593	5059	4082	0.22	0.43	0.35
coarWASm-2980-21	20659	2736	5515	12408	0.13	0.27	0.60
coarWASm-2981-21	19416	2703	5778	10935	0.14	0.30	0.56
coarWASm-2982-21	21840	3585	6917	11338	0.16	0.32	0.52
coarWASm-2983-21	16933	2255	4597	10081	0.13	0.27	0.60
coarWASm-2984-21	20723	2755	5743	12225	0.13	0.28	0.59
coarWASm-2985-21	19050	1665	3143	14242	0.09	0.16	0.75
coarWASm-2986-21	11186	1527	3060	6599	0.14	0.27	0.59
coarWASm-2987-21	13397	2145	4270	6982	0.16	0.32	0.52
coarWASm-2988-21	15422	1616	2907	10899	0.10	0.19	0.71
coarWASm-2989-21	21722	2759	5981	12982	0.13	0.28	0.60
coarWASm-2990-21	45089	4844	12994	27251	0.11	0.29	0.60
coarWASm-2991-21	20194	2424	5365	12405	0.12	0.27	0.61
coarWASm-2992-21	19802	2687	5711	11404	0.14	0.29	0.58
coarWASm-2993-21	23760	3666	7460	12634	0.15	0.31	0.53
coarWASm-2994-21	22640	3036	6508	13096	0.13	0.29	0.58
coarWASm-2995-21	22360	3199	6834	12327	0.14	0.31	0.55
coarWASm-2996-21	16923	2193	4857	9873	0.13	0.29	0.58
coarWASm-2997-21	24263	3882	7901	12480	0.16	0.33	0.51
coarWASm-2998-21	17636	2054	4246	11336	0.12	0.24	0.64
coarWASm-2999-21	16191	1636	3336	11219	0.10	0.21	0.69
coarWASm-3000-21	17562	1995	4062	11505	0.11	0.23	0.66
coarWASm-3012-21	11518	3085	8050	383	0.27	0.70	0.03
coarWASm-3013-21	9759	2522	6840	397	0.26	0.70	0.04
coarWASm-3276-21	31777	3135	8315	20327	0.10	0.26	0.64
coarWASm-3277-21	86181	10310	32314	43557	0.12	0.37	0.51
coarWASm-3278-21	26195	3013	6680	16502	0.12	0.26	0.63
coarWASm-3279-21	27123	3725	8355	15043	0.14	0.31	0.55
coarWASm-3280-21	31627	2798	6670	22159	0.09	0.21	0.70
coarWASm-3281-21	26390	3811	8102	14477	0.14	0.31	0.55
coarWASm-3282-21	25296	2918	6364	16014	0.12	0.25	0.63
coarWASm-3283-21	27674	3209	7187	17278	0.12	0.26	0.62
coarWASm-3284-21	27353	3502	7701	16150	0.13	0.28	0.59
coarWASm-3285-21	30656	4051	9031	17574	0.13	0.29	0.57
coarWASm-3286-21	22040	2436	5197	14407	0.11	0.24	0.65
coarWASm-3287-21	28545	3719	7953	16873	0.13	0.28	0.59
coarWASm-3288-21	51843	5074	13099	33670	0.10	0.25	0.65
coarWASm-3289-21	17396	1887	4658	10851	0.11	0.27	0.62
coarWASm-3290-21	16633	1909	4461	10263	0.11	0.27	0.62
coarWASm-3291-21	17296	1898	4653	10745	0.11	0.27	0.62
coarWASm-3292-21	18953	2077	5146	11730	0.11	0.27	0.62
coarWASm-3293-21	17579	2027	4714	10838	0.12	0.27	0.62
coarWASm-3294-21	16096	1783	4252	10061	0.11	0.26	0.63
coarWASm-3295-21	20842	1973	5643	13226	0.09	0.27	0.63
coarWASm-3296-21	41315	3818	12807	24690	0.09	0.31	0.60
coarWASm-3297-21	19613	1887	4774	12952	0.10	0.24	0.66
coarWASm-3298-21	18800	1920	4814	12066	0.10	0.26	0.64
coarWASm-3299-21	20808	2489	5876	12443	0.12	0.28	0.60
coarWASm-3300-21	20521	2564	6458	11499	0.12	0.31	0.56
coarWASm-3301-21	10935	1186	2960	6789	0.11	0.27	0.62
coarWASm-3302-21	20010	2219	5422	12369	0.11	0.27	0.62
coarWASm-3303-21	15040	1855	4196	8989	0.12	0.28	0.60
coarWASm-3304-21	15453	1620	4039	9794	0.10	0.26	0.63
coarWASm-3305-21	19044	2239	6279	10526	0.12	0.33	0.55
coarWASm-3306-21	16103	1758	4086	10259	0.11	0.25	0.64
coarWASm-3307-21	25001	2417	6972	15612	0.10	0.28	0.62
coarWASm-3308-21	38565	3785	12270	22510	0.10	0.32	0.58
coarWASm-3309-21	15848	1786	4389	9673	0.11	0.28	0.61
coarWASm-3310-21	19021	1845	4537	12639	0.10	0.24	0.66
coarWASm-3311-21	16497	1961	4680	9856	0.12	0.28	0.60
coarWASm-3312-21	14586	1483	3669	9434	0.10	0.25	0.65
coarWASm-3313-21	16792	1863	4433	10496	0.11	0.26	0.63
coarWASm-3314-21	14442	1616	3755	9071	0.11	0.26	0.63
coarWASm-3315-21	13498	1501	3721	8276	0.11	0.28	0.61
coarWASm-3316-21	16838	1781	4403	10654	0.11	0.26	0.63
coarWASm-3317-21	18009	1788	4487	11734	0.10	0.25	0.65
coarWASm-3318-21	17565	1721	4164	11680	0.10	0.24	0.66
coarWASm-3319-21	24330	2254	6439	15637	0.09	0.26	0.64
coarWASm-3320-21	46889	4308	14875	27706	0.09	0.32	0.59
coarWASm-3321-21	21226	2044	5447	13735	0.10	0.26	0.65
coarWASm-3322-21	17897	1899	4946	11052	0.11	0.28	0.62
coarWASm-3323-21	19924	2187	5718	12019	0.11	0.29	0.60
coarWASm-3324-21	17941	2086	5078	10777	0.12	0.28	0.60
coarWASm-3325-21	18516	1548	4052	12916	0.08	0.22	0.70
coarWASm-3326-21	20118	1880	4866	13372	0.09	0.24	0.66
coarWASm-3327-21	15417	1592	3841	9984	0.10	0.25	0.65
coarWASm-3328-21	17819	1971	5514	10334	0.11	0.31	0.58
coarWASm-3329-21	25799	3203	8276	14320	0.12	0.32	0.56
coarWASm-3330-21	18895	1721	4305	12869	0.09	0.23	0.68
coarWASm-3331-21	67797	22529	45264	4	0.33	0.67	0.00
coarWASm-3332-21	52250	4918	17205	30127	0.09	0.33	0.58
coarWASm-3333-21	17880	1772	4372	11736	0.10	0.24	0.66
coarWASm-3334-21	17910	1609	4157	12144	0.09	0.23	0.68
coarWASm-3335-21	18807	2214	5392	11201	0.12	0.29	0.60
coarWASm-3336-21	17499	1529	3876	12094	0.09	0.22	0.69
coarWASm-3337-21	23455	2184	5982	15289	0.09	0.26	0.65
coarWASm-3338-21	18993	2178	5249	11566	0.11	0.28	0.61
coarWASm-3339-21	17979	2006	5270	10703	0.11	0.29	0.60
coarWASm-3340-21	18390	2123	5102	11165	0.12	0.28	0.61
coarWASm-3341-21	20262	1626	4453	14183	0.08	0.22	0.70
coarWASm-3342-21	19916	1491	3454	14971	0.07	0.17	0.75
coarWASm-3343-21	34032	2950	9324	21758	0.09	0.27	0.64
coarWASm-3344-21	82389	6495	27753	48141	0.08	0.34	0.58
coarWASm-3345-21	24412	2009	5480	16923	0.08	0.22	0.69
coarWASm-3346-21	22137	2343	6051	13743	0.11	0.27	0.62
coarWASm-3347-21	22243	2243	5638	14362	0.10	0.25	0.65
coarWASm-3348-21	21361	2143	5811	13407	0.10	0.27	0.63
coarWASm-3349-21	20436	1973	5071	13392	0.10	0.25	0.66
coarWASm-3350-21	23719	2171	5511	16037	0.09	0.23	0.68
coarWASm-3351-21	59388	4046	14009	41333	0.07	0.24	0.70
coarWASm-3352-21	61419	5498	18797	37124	0.09	0.31	0.60
coarWASm-3353-21	25483	2241	5837	17405	0.09	0.23	0.68
coarWASm-3354-21	24244	1995	5073	17176	0.08	0.21	0.71
coarWASm-3355-21	56463	3992	14837	37634	0.07	0.26	0.67
coarWASm-3356-21	70413	5804	24331	40278	0.08	0.35	0.57
coarWASm-3357-21	61888	5607	19327	36954	0.09	0.31	0.60
coarWASm-3358-21	94117	7586	31179	55352	0.08	0.33	0.59
coarWASm-3359-21	55139	5065	16533	33541	0.09	0.30	0.61
coarWASm-3360-21	56292	4714	15625	35953	0.08	0.28	0.64
coarWASm-3361-21	38604	3563	10676	24365	0.09	0.28	0.63
coarWASm-3362-21	61091	4199	13854	43038	0.07	0.23	0.70
coarWASm-3363-21	57375	4775	16648	35952	0.08	0.29	0.63
coarWASm-3364-21	52733	4260	16329	32144	0.08	0.31	0.61
coarWASm-3365-21	77848	6748	24690	46410	0.09	0.32	0.60
coarWASm-3366-21	143668	19050	69159	55459	0.13	0.48	0.39
coarWASm-3367-21	42752	3583	11106	28063	0.08	0.26	0.66
coarWASm-3368-21	25381	2531	6532	16318	0.10	0.26	0.64
coarWASm-3369-21	32478	2817	7717	21944	0.09	0.24	0.68
coarWASm-3370-21	27314	2867	7254	17193	0.10	0.27	0.63
coarWASm-3371-21	26941	2576	6525	17840	0.10	0.24	0.66
coarWASm-3372-21	25258	2514	6335	16409	0.10	0.25	0.65
coarWASm-3373-21	23012	2012	5099	15901	0.09	0.22	0.69
coarWASm-3374-21	20531	2129	5444	12958	0.10	0.27	0.63
coarWASm-3375-21	21173	2370	5613	13190	0.11	0.27	0.62
coarWASm-3376-21	17828	1828	4182	11818	0.10	0.23	0.66
